stud_number;first_name;last_name;gender;email;registration_date;payment_date;registration_fee;year
6136699;Aymeric;POIRIER;H;aymeric.poirier@centralesupelec.fr;2017-10-21;2017-10-21;23;2018
606392;Cédric;ANDORIN;H;cedric.andorin@centralesupelec.fr;2017-09-30;2017-10-30;23;2018
268237;Annonciade;BRU;W;annonciade.bru@centralesupelec.fr;2017-09-17;;23;2018
2605131;Romain;BLANCHARD;H;romain.blanchard@centralesupelec.fr;2017-09-26;2017-09-26;23;2018
2265713;Jean-Luc;GROSBOIS;M;jean-luc.grosbois@centralesupelec.fr;2017-10-20;2017-10-20;23;2018
1674550;Vivian;HACAULT;garçon;vivian.hacault@centralesupelec.fr;2017-10-01;2017-10-01;23;2018
136058;Marie-Paule;MAHE;F;marie-paule.mahe@centralesupelec.fr;2017-09-30;2017-09-30;23;2018
9848855;Lysianne;BEILLARD;fille;lysianne.beillard@centralesupelec.fr;2017-10-23;2017-10-23;23;2018
6897722;Cécile;JEANNEAU;M;cecile.jeanneau@centralesupelec.fr;2017-10-12;2017-10-12;23;2018
7894397;Jean Maurice;REIGNIER;M;jean maurice.reignier@centralesupelec.fr;2017-10-03;2017-10-03;23;2018
8171384;Thérèse-Marie;PICARD;fille;therese-marie.picard@centralesupelec.fr;2017-09-21;2017-09-21;23;2018
9896491;Raphaelle;BUSSON;fille;raphaelle.busson@centralesupelec.fr;2017-10-05;2017-11-04;23;2018
9956934;Félicie;ALAIN;F;felicie.alain@centralesupelec.fr;2017-10-22;2017-10-22;23;2018
5032678;Jannick;COLONNIER;H;jannick.colonnier@centralesupelec.fr;2017-10-22;2017-11-21;23;2018
1347587;Josyane;CHEMINEAU;W;josyane.chemineau@centralesupelec.fr;2017-10-20;;23;2018
492491;Stéphan;OUVRARD;garçon;stephan.ouvrard@centralesupelec.fr;2017-09-27;2017-09-27;23;2018
8200792;David;MAILLET;W;david.maillet@centralesupelec.fr;2017-09-15;2017-10-15;23;2018
3428204;Jean-Vincent;PINIER;H;jean-vincent.pinier@centralesupelec.fr;2017-09-22;2017-10-22;23;2018
883663;Anne Sophie;BARRE;F;anne sophie.barre@centralesupelec.fr;2017-10-03;2017-10-03;23;2018
103153;Annette;BREBION;W;annette.brebion@centralesupelec.fr;2017-09-20;2017-09-20;23;2018
4167770;Annonciade;GODIN;W;annonciade.godin@centralesupelec.fr;2017-09-29;;23;2018
2077485;Joannès;ESNAULT;garçon;joannes.esnault@centralesupelec.fr;2017-10-26;2017-10-26;23;2018
5564971;Rachida;COUVREUX;F;rachida.couvreux@centralesupelec.fr;2017-10-25;2017-10-25;23;2018
9419114;Cedric;FOULON;H;cedric.foulon@centralesupelec.fr;2017-09-16;2017-10-16;23;2018
36833;Octave;HIVERT;M;octave.hivert@centralesupelec.fr;2017-10-21;2017-11-20;23;2018
1829605;Ariane;BOULLAIS;W;ariane.boullais@centralesupelec.fr;2017-09-15;2017-09-15;23;2018
4131535;Marie-Alice;LEGRAND;W;marie-alice.legrand@centralesupelec.fr;2017-09-18;2017-09-18;23;2018
7323499;Donald;TISON;garçon;donald.tison@centralesupelec.fr;2017-10-05;2017-11-04;23;2018
2077845;Fatiha;TESSIER;W;fatiha.tessier@centralesupelec.fr;2017-09-25;2017-09-25;23;2018
8441349;Maxime;LEDUC;M;maxime.leduc@centralesupelec.fr;2017-09-12;2017-09-12;23;2018
6519861;Stephane;PERCHERON;H;stephane.percheron@centralesupelec.fr;2017-10-09;2017-10-09;23;2018
4244014;Thiery;LECLAIR;M;thiery.leclair@centralesupelec.fr;2017-10-02;2017-10-02;23;2018
4424888;Norbert;DELOUCHE;garçon;norbert.delouche@centralesupelec.fr;2017-09-22;2017-09-22;23;2018
9782076;Toussaint;BILLARD;M;toussaint.billard@centralesupelec.fr;2017-09-15;2017-09-15;23;2018
7199569;France;LEON;M;france.leon@centralesupelec.fr;2017-09-24;2017-09-24;23;2018
108966;Noëlle;CHOLEAU;W;noelle.choleau@centralesupelec.fr;2017-10-03;2017-10-03;23;2018
522105;Corine;TUFFREAU;W;corine.tuffreau@centralesupelec.fr;2017-09-22;2017-09-22;23;2018
127028;Gilda;MENET;fille;gilda.menet@centralesupelec.fr;2017-10-13;2017-11-12;23;2018
2708101;Jean-Marie;TAVEAU;garçon;jean-marie.taveau@centralesupelec.fr;2017-10-11;2017-11-10;23;2018
3859477;Narcisse;DALIFARD;M;narcisse.dalifard@centralesupelec.fr;2017-09-21;2017-10-21;23;2018
7664126;Colombe;LORENDEAU;F;colombe.lorendeau@centralesupelec.fr;2017-09-14;2017-09-14;23;2018
7875661;Luciano;CHAILLOU;H;luciano.chaillou@centralesupelec.fr;2017-10-27;2017-10-27;23;2018
7962855;Marie-Rose;JOLY;fille;marie-rose.joly@centralesupelec.fr;2017-09-24;2017-09-24;23;2018
4881043;Emile;CLENET;M;emile.clenet@centralesupelec.fr;2017-10-22;2017-10-22;23;2018
276573;Marie-Noelle;AUMOND;W;marie-noelle.aumond@centralesupelec.fr;2017-10-26;2017-10-26;23;2018
248790;Isidore;ROSSIGNOL;H;isidore.rossignol@centralesupelec.fr;2017-10-09;2017-11-08;23;2018
2770248;Graziella;VIOLLEAU;W;graziella.violleau@centralesupelec.fr;2017-10-15;2017-10-15;23;2018
243144;Baptiste;CLENET;M;baptiste.clenet@centralesupelec.fr;2017-09-12;2017-10-12;23;2018
4022307;Corine;HOMER;fille;corine.homer@centralesupelec.fr;2017-09-30;2017-10-30;23;2018
9629022;Cendrine;BOURBON;fille;cendrine.bourbon@centralesupelec.fr;2017-09-17;2017-10-17;23;2018
6107913;Marie-Françoise;GAUTIER;W;marie-francoise.gautier@centralesupelec.fr;2017-10-19;2017-11-18;23;2018
8793782;Manon;LUSSEAU;fille;manon.lusseau@centralesupelec.fr;2017-10-08;2017-10-08;23;2018
7043760;Jean-Henri;GRASSET;garçon;jean-henri.grasset@centralesupelec.fr;2017-10-18;2017-10-18;23;2018
8667146;Jeremy;AUBINEAU;H;jeremy.aubineau@centralesupelec.fr;2017-09-15;2017-09-15;23;2018
6066463;Janick;COUDERT;W;janick.coudert@centralesupelec.fr;2017-10-24;2017-10-24;23;2018
7476598;Baptiste;LEFEVRE;H;baptiste.lefevre@centralesupelec.fr;2017-09-15;2017-09-15;23;2018
5806187;Philip;POITOU;garçon;philip.poitou@centralesupelec.fr;2017-10-08;2017-10-08;23;2018
1074376;Josie;GRELET;F;josie.grelet@centralesupelec.fr;2017-09-13;2017-09-13;23;2018
7367140;Joël;GRIFFON;fille;joel.griffon@centralesupelec.fr;2017-10-27;2017-10-27;23;2018
5654485;Rachel;CLAUDE;M;rachel.claude@centralesupelec.fr;2017-10-10;;23;2018
7062366;Jeremie;RICOU;H;jeremie.ricou@centralesupelec.fr;2017-09-13;2017-10-13;23;2018
6223280;Martial;FRETTE;M;martial.frette@centralesupelec.fr;2017-09-20;2017-09-20;23;2018
3662800;Ghislène;ALLAIRE;fille;ghislene.allaire@centralesupelec.fr;2017-10-02;2017-10-02;23;2018
9515545;Claudy;GABORY;F;claudy.gabory@centralesupelec.fr;2017-09-30;2017-10-30;23;2018
8559938;Rose-May;CRESPIN;W;rose-may.crespin@centralesupelec.fr;2017-10-23;2017-11-22;23;2018
6811689;Jean-Alain;CHOLEAU;H;jean-alain.choleau@centralesupelec.fr;2017-09-25;2017-09-25;23;2018
355898;Patricia;GODICHEAU;M;patricia.godicheau@centralesupelec.fr;2017-10-02;2017-10-02;23;2018
5222144;Laurent;CUSSONNEAU;M;laurent.cussonneau@centralesupelec.fr;2017-10-25;2017-10-25;23;2018
3355127;Patric;REVAULT;M;patric.revault@centralesupelec.fr;2017-10-17;2017-10-17;23;2018
9816486;Irénée;PAPIN;M;irenee.papin@centralesupelec.fr;2017-09-28;2017-09-28;23;2018
9325041;Magalie;BAZANTE;F;magalie.bazante@centralesupelec.fr;2017-10-03;2017-10-03;23;2018
8386950;Martina;LEGEAI;F;martina.legeai@centralesupelec.fr;2017-09-25;2017-09-25;23;2018
7601491;Vincenza;HOUDAYER;F;vincenza.houdayer@centralesupelec.fr;2017-09-22;2017-10-22;23;2018
2755407;Taoufik;LEBLOND;M;taoufik.leblond@centralesupelec.fr;2017-09-18;2017-10-18;23;2018
8747513;Jean André;BELOUIN;garçon;jean andre.belouin@centralesupelec.fr;2017-10-22;2017-10-22;23;2018
1644484;Vanessa;OGEREAU;W;vanessa.ogereau@centralesupelec.fr;2017-10-22;2017-11-21;23;2018
5810703;Severine;REBONDY;W;severine.rebondy@centralesupelec.fr;2017-10-16;2017-11-15;23;2018
5234188;Paul-Henri;LAILLER;garçon;paul-henri.lailler@centralesupelec.fr;2017-09-17;2017-09-17;23;2018
5744405;Lisette;JOURDAIN;fille;lisette.jourdain@centralesupelec.fr;2017-09-23;2017-09-23;23;2018
4816761;Mickaël;BROUSSEAU;H;mickael.brousseau@centralesupelec.fr;2017-09-12;2017-09-12;23;2018
5679002;Solenne;BLANCHARD;W;solenne.blanchard@centralesupelec.fr;2017-10-26;2017-10-26;23;2018
7489903;Davy;ALEXANDRE;M;davy.alexandre@centralesupelec.fr;2017-09-18;;23;2018
9413847;Tamara;CHOLET;fille;tamara.cholet@centralesupelec.fr;2017-10-24;2017-10-24;23;2018
8203047;Désiré;POTTIER;H;desire.pottier@centralesupelec.fr;2017-09-12;2017-09-12;23;2018
9127865;Pierre-Marie;PITON;H;pierre-marie.piton@centralesupelec.fr;2017-10-08;2017-10-08;23;2018
5107261;Gina;BOLTEAU;fille;gina.bolteau@centralesupelec.fr;2017-10-18;2017-10-18;23;2018
9280128;Cathy;POISSON;garçon;cathy.poisson@centralesupelec.fr;2017-10-03;2017-11-02;23;2018
3564997;Herve;BOUCHARD;H;herve.bouchard@centralesupelec.fr;2017-10-09;2017-10-09;23;2018
1804452;Etienne;BAHUAUD;M;etienne.bahuaud@centralesupelec.fr;2017-10-23;2017-10-23;23;2018
5736205;Jean-Yves;CONGNARD;H;jean-yves.congnard@centralesupelec.fr;2017-10-15;2017-10-15;23;2018
982945;Romaric;ESNARD;M;romaric.esnard@centralesupelec.fr;2017-10-04;2017-10-04;23;2018
2518624;Hélène;VANNIER;W;helene.vannier@centralesupelec.fr;2017-10-10;;23;2018
5633652;Jerôme;FLECHEAU;M;jerome.flecheau@centralesupelec.fr;2017-10-04;2017-10-04;23;2018
9662058;Philppe;VEGER;garçon;philppe.veger@centralesupelec.fr;2017-09-21;;23;2018
906048;Hélène;LEMARCHAND;fille;helene.lemarchand@centralesupelec.fr;2017-09-14;2017-09-14;23;2018
4196210;Michelle;LEVEQUE;garçon;michelle.leveque@centralesupelec.fr;2017-10-04;2017-10-04;23;2018
7528141;Mary;SALE;W;mary.sale@centralesupelec.fr;2017-09-13;2017-09-13;23;2018
7322563;Yvonnick;VIGNERON;M;yvonnick.vigneron@centralesupelec.fr;2017-09-26;2017-09-26;23;2018
2038955;Roger;BOURSIER;garçon;roger.boursier@centralesupelec.fr;2017-10-26;2017-10-26;23;2018
6159800;Daniel;LETOURNEAU;garçon;daniel.letourneau@centralesupelec.fr;2017-10-10;2017-11-09;23;2018
2053184;Jocelyn;BIOTEAU;garçon;jocelyn.bioteau@centralesupelec.fr;2017-09-30;2017-09-30;23;2018
4280311;Claire;COSNARD;garçon;claire.cosnard@centralesupelec.fr;2017-10-05;2017-10-05;23;2018
6092537;Mostafa;PAILLAT;H;mostafa.paillat@centralesupelec.fr;2017-09-24;2017-09-24;23;2018
3841145;Anne Sophie;BARDET;F;anne sophie.bardet@centralesupelec.fr;2017-10-08;2017-11-07;23;2018
9535159;Louis;DESBOIS;M;louis.desbois@centralesupelec.fr;2017-10-12;2017-11-11;23;2018
3528;Ericka;GUYOMARD;W;ericka.guyomard@centralesupelec.fr;2017-09-26;2017-09-26;23;2018
6104660;Jean-Albert;LEMAITRE;H;jean-albert.lemaitre@centralesupelec.fr;2017-09-26;2017-09-26;23;2018
4266865;Rachida;VERGNEAU;F;rachida.vergneau@centralesupelec.fr;2017-10-01;2017-10-01;23;2018
9565886;Marie-Jane;GAUTIER;F;marie-jane.gautier@centralesupelec.fr;2017-10-19;2017-10-19;23;2018
1407205;Francine;ROINE;M;francine.roine@centralesupelec.fr;2017-09-18;2017-09-18;23;2018
8624912;Ange;BOURREAU;garçon;ange.bourreau@centralesupelec.fr;2017-10-16;2017-11-15;23;2018
3049600;Quentin;AVRILLON;H;quentin.avrillon@centralesupelec.fr;2017-10-17;;23;2018
1322844;Jean-Albert;GUICHARD;H;jean-albert.guichard@centralesupelec.fr;2017-09-26;2017-10-26;23;2018
5179638;Marine;PERON;W;marine.peron@centralesupelec.fr;2017-10-15;;23;2018
5438886;Jamila;DALIBON;F;jamila.dalibon@centralesupelec.fr;2017-10-10;2017-10-10;23;2018
9874366;Marie Françoise;BOURDAIS;W;marie francoise.bourdais@centralesupelec.fr;2017-09-30;2017-09-30;23;2018
6971046;Lydie;GUEMARD;H;lydie.guemard@centralesupelec.fr;2017-09-19;2017-09-19;23;2018
254339;Omar;BODIN;garçon;omar.bodin@centralesupelec.fr;2017-10-11;2017-11-10;23;2018
9094168;Sylvian;THOREAU;M;sylvian.thoreau@centralesupelec.fr;2017-10-06;2017-10-06;23;2018
1079682;Remy;HOUDU;H;remy.houdu@centralesupelec.fr;2017-10-19;2017-10-19;23;2018
8725005;Rolland;LIEVRE;H;rolland.lievre@centralesupelec.fr;2017-10-16;2017-10-16;23;2018
5974057;Valéry;GUICHARD;M;valery.guichard@centralesupelec.fr;2017-10-17;2017-10-17;23;2018
9065722;Clément;DIDIER;H;clement.didier@centralesupelec.fr;2017-09-27;2017-09-27;23;2018
2581714;Claudine;ROBICHON;garçon;claudine.robichon@centralesupelec.fr;2017-09-17;2017-09-17;23;2018
519158;Martin;MARCEAU;H;martin.marceau@centralesupelec.fr;2017-10-16;2017-11-15;23;2018
6396437;Alex;SAULNIER;H;alex.saulnier@centralesupelec.fr;2017-09-17;2017-09-17;23;2018
2643998;Marie-Neige;EVEILLARD;F;marie-neige.eveillard@centralesupelec.fr;2017-10-08;2017-10-08;23;2018
1372084;Stephan;DELANOUE;H;stephan.delanoue@centralesupelec.fr;2017-10-16;2017-11-15;23;2018
168621;Leïla;JURET;fille;leila.juret@centralesupelec.fr;2017-09-12;2017-09-12;23;2018
715601;Rénald;BELLION;H;renald.bellion@centralesupelec.fr;2017-09-21;2017-10-21;23;2018
7066039;Jean Paul;GUIMBRETIERE;garçon;jean paul.guimbretiere@centralesupelec.fr;2017-09-24;2017-09-24;23;2018
2711330;Francisque;BLUTEAU;H;francisque.bluteau@centralesupelec.fr;2017-09-24;2017-09-24;23;2018
7967859;Marie-Danielle;ETIENNE;F;marie-danielle.etienne@centralesupelec.fr;2017-09-12;2017-09-12;23;2018
3724573;Ruddy;BARBAULT;M;ruddy.barbault@centralesupelec.fr;2017-10-20;2017-11-19;23;2018
8250155;Charlène;CONSTANTIN;fille;charlene.constantin@centralesupelec.fr;2017-09-22;2017-09-22;23;2018
1590418;Mariana;AUVINET;F;mariana.auvinet@centralesupelec.fr;2017-10-27;2017-10-27;23;2018
730483;Bruna;HEMERY;fille;bruna.hemery@centralesupelec.fr;2017-10-05;2017-10-05;23;2018
6657126;Elvis;RABINEAU;H;elvis.rabineau@centralesupelec.fr;2017-09-27;2017-09-27;23;2018
171568;Reynald;HOGNON;garçon;reynald.hognon@centralesupelec.fr;2017-10-05;;23;2018
2798628;Monika;ARIAL;fille;monika.arial@centralesupelec.fr;2017-09-14;2017-10-14;23;2018
5132626;Joao;GOURE;garçon;joao.goure@centralesupelec.fr;2017-09-19;2017-09-19;23;2018
1691150;Eric;CLENET;M;eric.clenet@centralesupelec.fr;2017-10-10;2017-10-10;23;2018
9876669;Gaetan;LAMOUREUX;garçon;gaetan.lamoureux@centralesupelec.fr;2017-10-22;2017-11-21;23;2018
3434843;Laure;BOISSINOT;fille;laure.boissinot@centralesupelec.fr;2017-10-19;2017-10-19;23;2018
856194;Jean-Yvon;LEVEQUE;garçon;jean-yvon.leveque@centralesupelec.fr;2017-10-02;2017-10-02;23;2018
2104286;Marie-Caroline;LEMAITRE;F;marie-caroline.lemaitre@centralesupelec.fr;2017-10-15;2017-10-15;23;2018
3484804;Marielle;GRIVAULT;W;marielle.grivault@centralesupelec.fr;2017-09-15;;23;2018
6768249;Dolores;BOURDEAU;F;dolores.bourdeau@centralesupelec.fr;2017-10-19;2017-10-19;23;2018
5208398;Mikaël;GUIGNON;H;mikael.guignon@centralesupelec.fr;2017-10-27;2017-10-27;23;2018
6606927;Salima;GUILBAULT;fille;salima.guilbault@centralesupelec.fr;2017-09-22;2017-09-22;23;2018
4456631;Thibaud;BERNIER;garçon;thibaud.bernier@centralesupelec.fr;2017-10-13;2017-11-12;23;2018
7099660;Amédée;ANTIER;garçon;amedee.antier@centralesupelec.fr;2017-10-04;2017-10-04;23;2018
738600;Rodolphe;LUMINEAU;H;rodolphe.lumineau@centralesupelec.fr;2017-09-30;2017-09-30;23;2018
2299333;Alix;THIERY;garçon;alix.thiery@centralesupelec.fr;2017-09-12;2017-10-12;23;2018
7048766;François-Marie;RABOIN;M;francois-marie.raboin@centralesupelec.fr;2017-09-20;2017-09-20;23;2018
1642443;Marie Jose;LEGRAND;F;marie jose.legrand@centralesupelec.fr;2017-10-08;2017-10-08;23;2018
7456381;Germinal;DESGRE;M;germinal.desgre@centralesupelec.fr;2017-10-19;2017-10-19;23;2018
4097932;Cathy;JUBEAU;F;cathy.jubeau@centralesupelec.fr;2017-09-12;2017-09-12;23;2018
2906447;Hélène;LAILLER;H;helene.lailler@centralesupelec.fr;2017-10-25;2017-10-25;23;2018
8264536;Jerome;METIVIER;H;jerome.metivier@centralesupelec.fr;2017-10-18;2017-11-17;23;2018
5676653;Renaud;BOUIN;H;renaud.bouin@centralesupelec.fr;2017-10-05;2017-10-05;23;2018
5564982;Iris;CHEVALIER;W;iris.chevalier@centralesupelec.fr;2017-09-16;2017-09-16;23;2018
3619521;Théophile;PROUTIERE;H;theophile.proutiere@centralesupelec.fr;2017-10-24;2017-10-24;23;2018
8449746;Salah;HUPONT;H;salah.hupont@centralesupelec.fr;2017-10-14;2017-10-14;23;2018
5491107;Rodrigue;JOUANNEAU;H;rodrigue.jouanneau@centralesupelec.fr;2017-10-17;2017-11-16;23;2018
5500184;Christianne;BIOTTEAU;W;christianne.biotteau@centralesupelec.fr;2017-10-11;2017-10-11;23;2018
9645399;Véronique;BOUHIRON;F;veronique.bouhiron@centralesupelec.fr;2017-09-16;2017-09-16;23;2018
5548333;Vivianne;RABOUIN;W;vivianne.rabouin@centralesupelec.fr;2017-10-10;2017-10-10;23;2018
4184809;Victoire;HARDOU;fille;victoire.hardou@centralesupelec.fr;2017-09-16;;23;2018
4239962;Conchita;SUTEAU;fille;conchita.suteau@centralesupelec.fr;2017-10-15;2017-10-15;23;2018
8851393;Annie;ROULLIER;fille;annie.roullier@centralesupelec.fr;2017-10-18;2017-10-18;23;2018
8446594;Alexia;CHAIGNEAU;fille;alexia.chaigneau@centralesupelec.fr;2017-09-17;2017-09-17;23;2018
549362;Joanny;SUBILEAU;H;joanny.subileau@centralesupelec.fr;2017-09-24;2017-10-24;23;2018
8347453;Régine;GEORGET;M;regine.georget@centralesupelec.fr;2017-10-19;2017-10-19;23;2018
2571528;Samira;CHAUVIERE;W;samira.chauviere@centralesupelec.fr;2017-09-22;2017-09-22;23;2018
