stud_number;first_name;last_name;gender;email;stud_role;asso_name;asso_desc
3528;Ericka;GUYOMARD;W;ericka.guyomard@centralesupelec.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
3528;Ericka;GUYOMARD;W;ericka.guyomard@centralesupelec.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
9030568;Janick;VINCONNEAU;garçon;janick.vinconneau@centralesupelec.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
9030568;Janick;VINCONNEAU;garçon;janick.vinconneau@centralesupelec.fr;member;Sono;
7808312;Valentine;GESLIN;F;valentine.geslin@centralesupelec.fr;member;Sono;
7808312;Valentine;GESLIN;F;valentine.geslin@centralesupelec.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
9098198;Abdallah;FOUIN;garçon;abdallah.fouin@centralesupelec.fr;member;Junior CentraleSupelec (JCS);Junior Entreprise de CS, cette association d'étudiants a vocation économique et pédagogique mais a but non lucratif permet aux eleves de monter en compétences en leur proposant de réaliser des missions pour des clients
9098198;Abdallah;FOUIN;garçon;abdallah.fouin@centralesupelec.fr;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
9098198;Abdallah;FOUIN;garçon;abdallah.fouin@centralesupelec.fr;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
5179638;Marine;PERON;W;marine.peron@centralesupelec.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
5179638;Marine;PERON;W;marine.peron@centralesupelec.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
5438886;Jamila;DALIBON;F;jamila.dalibon@centralesupelec.fr;member;Barco;installation et exploitation de materiel video
5438886;Jamila;DALIBON;F;jamila.dalibon@centralesupelec.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
6971046;Lydie;GUEMARD;H;lydie.guemard@centralesupelec.fr;member;Sono;
6971046;Lydie;GUEMARD;H;lydie.guemard@centralesupelec.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
6971046;Lydie;GUEMARD;H;lydie.guemard@centralesupelec.fr;member;Impact;
1079682;Remy;HOUDU;H;remy.houdu@centralesupelec.fr;member;Barco;installation et exploitation de materiel video
1079682;Remy;HOUDU;H;remy.houdu@centralesupelec.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
1079682;Remy;HOUDU;H;remy.houdu@centralesupelec.fr;member;Sono;
8725005;Rolland;LIEVRE;H;rolland.lievre@centralesupelec.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
8725005;Rolland;LIEVRE;H;rolland.lievre@centralesupelec.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
8725005;Rolland;LIEVRE;H;rolland.lievre@centralesupelec.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
3509867;Jeannine;PAILLAT;W;jeannine.paillat@centralesupelec.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
3509867;Jeannine;PAILLAT;W;jeannine.paillat@centralesupelec.fr;member;Sono;
3509867;Jeannine;PAILLAT;W;jeannine.paillat@centralesupelec.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
6396437;Alex;SAULNIER;H;alex.saulnier@centralesupelec.fr;member;Sono;
6396437;Alex;SAULNIER;H;alex.saulnier@centralesupelec.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
6303380;Hamed;FOUGERE;H;hamed.fougere@centralesupelec.fr;member;Barco;installation et exploitation de materiel video
6303380;Hamed;FOUGERE;H;hamed.fougere@centralesupelec.fr;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
6303380;Hamed;FOUGERE;H;hamed.fougere@centralesupelec.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
1866526;Jean-Raymond;COIGNARD;garçon;jean-raymond.coignard@centralesupelec.fr;member;Barco;installation et exploitation de materiel video
1866526;Jean-Raymond;COIGNARD;garçon;jean-raymond.coignard@centralesupelec.fr;member;Impact;
171568;Reynald;HOGNON;garçon;reynald.hognon@centralesupelec.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
2046596;Anabelle;BOUYER;F;anabelle.bouyer@centralesupelec.fr;member;Sono;
2046596;Anabelle;BOUYER;F;anabelle.bouyer@centralesupelec.fr;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
2046596;Anabelle;BOUYER;F;anabelle.bouyer@centralesupelec.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
5132626;Joao;GOURE;garçon;joao.goure@centralesupelec.fr;member;Sono;
5132626;Joao;GOURE;garçon;joao.goure@centralesupelec.fr;member;Junior CentraleSupelec (JCS);Junior Entreprise de CS, cette association d'étudiants a vocation économique et pédagogique mais a but non lucratif permet aux eleves de monter en compétences en leur proposant de réaliser des missions pour des clients
856194;Jean-Yvon;LEVEQUE;garçon;jean-yvon.leveque@centralesupelec.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
6768249;Dolores;BOURDEAU;F;dolores.bourdeau@centralesupelec.fr;member;Barco;installation et exploitation de materiel video
6768249;Dolores;BOURDEAU;F;dolores.bourdeau@centralesupelec.fr;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
5208398;Mikaël;GUIGNON;H;mikael.guignon@centralesupelec.fr;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
5208398;Mikaël;GUIGNON;H;mikael.guignon@centralesupelec.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
5208398;Mikaël;GUIGNON;H;mikael.guignon@centralesupelec.fr;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
1468941;Najat;BERTHAUD;F;najat.berthaud@centralesupelec.fr;member;Barco;installation et exploitation de materiel video
1468941;Najat;BERTHAUD;F;najat.berthaud@centralesupelec.fr;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
1468941;Najat;BERTHAUD;F;najat.berthaud@centralesupelec.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
2299333;Alix;THIERY;garçon;alix.thiery@centralesupelec.fr;member;Impact;
2299333;Alix;THIERY;garçon;alix.thiery@centralesupelec.fr;member;Sono;
2116067;Yoann;GAUDICHEAU;M;yoann.gaudicheau@centralesupelec.fr;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
2116067;Yoann;GAUDICHEAU;M;yoann.gaudicheau@centralesupelec.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
2116067;Yoann;GAUDICHEAU;M;yoann.gaudicheau@centralesupelec.fr;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
7048766;François-Marie;RABOIN;M;francois-marie.raboin@centralesupelec.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
7048766;François-Marie;RABOIN;M;francois-marie.raboin@centralesupelec.fr;member;Impact;
7048766;François-Marie;RABOIN;M;francois-marie.raboin@centralesupelec.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
4097932;Cathy;JUBEAU;F;cathy.jubeau@centralesupelec.fr;member;Barco;installation et exploitation de materiel video
4097932;Cathy;JUBEAU;F;cathy.jubeau@centralesupelec.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
4097932;Cathy;JUBEAU;F;cathy.jubeau@centralesupelec.fr;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
2906447;Hélène;LAILLER;H;helene.lailler@centralesupelec.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
8264536;Jerome;METIVIER;H;jerome.metivier@centralesupelec.fr;member;Barco;installation et exploitation de materiel video
8264536;Jerome;METIVIER;H;jerome.metivier@centralesupelec.fr;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
8264536;Jerome;METIVIER;H;jerome.metivier@centralesupelec.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
3619521;Théophile;PROUTIERE;H;theophile.proutiere@centralesupelec.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
3619521;Théophile;PROUTIERE;H;theophile.proutiere@centralesupelec.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
1405566;Saliha;DELHOMMEAU;W;saliha.delhommeau@centralesupelec.fr;member;Junior CentraleSupelec (JCS);Junior Entreprise de CS, cette association d'étudiants a vocation économique et pédagogique mais a but non lucratif permet aux eleves de monter en compétences en leur proposant de réaliser des missions pour des clients
9645399;Véronique;BOUHIRON;F;veronique.bouhiron@centralesupelec.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
9645399;Véronique;BOUHIRON;F;veronique.bouhiron@centralesupelec.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
9645399;Véronique;BOUHIRON;F;veronique.bouhiron@centralesupelec.fr;member;Sono;
6439314;Suzanne;GASTE;F;suzanne.gaste@centralesupelec.fr;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
5548333;Vivianne;RABOUIN;W;vivianne.rabouin@centralesupelec.fr;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
5548333;Vivianne;RABOUIN;W;vivianne.rabouin@centralesupelec.fr;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
8851393;Annie;ROULLIER;fille;annie.roullier@centralesupelec.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
8851393;Annie;ROULLIER;fille;annie.roullier@centralesupelec.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
549362;Joanny;SUBILEAU;H;joanny.subileau@centralesupelec.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
549362;Joanny;SUBILEAU;H;joanny.subileau@centralesupelec.fr;member;Barco;installation et exploitation de materiel video
549362;Joanny;SUBILEAU;H;joanny.subileau@centralesupelec.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
4638846;Jean Baptiste;ROINARD;garçon;jean baptiste.roinard@centralesupelec.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
2838280;Philomène;BIGEARD;fille;philomene.bigeard@centralesupelec.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
6316333;Nancy;HULLIN;fille;nancy.hullin@centralesupelec.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
6316333;Nancy;HULLIN;fille;nancy.hullin@centralesupelec.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
7278656;Myriam;PERCEVAULT;fille;myriam.percevault@centralesupelec.fr;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
6000154;Jean-Camille;SAVARIT;M;jean-camille.savarit@centralesupelec.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
6000154;Jean-Camille;SAVARIT;M;jean-camille.savarit@centralesupelec.fr;member;Sono;
6172402;Humbert;BOISIAUD;garçon;humbert.boisiaud@centralesupelec.fr;member;Barco;installation et exploitation de materiel video
6172402;Humbert;BOISIAUD;garçon;humbert.boisiaud@centralesupelec.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
6172402;Humbert;BOISIAUD;garçon;humbert.boisiaud@centralesupelec.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
3029679;Cendrine;DUCHENE;fille;cendrine.duchene@centralesupelec.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
1533193;Joachim;JUBERT;H;joachim.jubert@centralesupelec.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
1533193;Joachim;JUBERT;H;joachim.jubert@centralesupelec.fr;member;Sono;
1533193;Joachim;JUBERT;H;joachim.jubert@centralesupelec.fr;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
3744587;Mickaël;LIZEE;H;mickael.lizee@centralesupelec.fr;member;Sono;
3744587;Mickaël;LIZEE;H;mickael.lizee@centralesupelec.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
3744587;Mickaël;LIZEE;H;mickael.lizee@centralesupelec.fr;member;Impact;
5320916;Alison;GOUBAULT;fille;alison.goubault@centralesupelec.fr;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
1997966;Marylène;CHAUVIERE;fille;marylene.chauviere@centralesupelec.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
1997966;Marylène;CHAUVIERE;fille;marylene.chauviere@centralesupelec.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
1997966;Marylène;CHAUVIERE;fille;marylene.chauviere@centralesupelec.fr;member;Barco;installation et exploitation de materiel video
1057577;Janine;LEBLANC;W;janine.leblanc@centralesupelec.fr;member;Junior CentraleSupelec (JCS);Junior Entreprise de CS, cette association d'étudiants a vocation économique et pédagogique mais a but non lucratif permet aux eleves de monter en compétences en leur proposant de réaliser des missions pour des clients
1057577;Janine;LEBLANC;W;janine.leblanc@centralesupelec.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
1057577;Janine;LEBLANC;W;janine.leblanc@centralesupelec.fr;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
4633219;Francisca;ROYER;W;francisca.royer@centralesupelec.fr;member;Impact;
1966837;Stéphanie;RICHARD;H;stephanie.richard@centralesupelec.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
8106108;Madeleine;PREZELIN;W;madeleine.prezelin@centralesupelec.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
1129949;Monika;CHRETIEN;F;monika.chretien@centralesupelec.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
1129949;Monika;CHRETIEN;F;monika.chretien@centralesupelec.fr;member;Barco;installation et exploitation de materiel video
1129949;Monika;CHRETIEN;F;monika.chretien@centralesupelec.fr;member;Junior CentraleSupelec (JCS);Junior Entreprise de CS, cette association d'étudiants a vocation économique et pédagogique mais a but non lucratif permet aux eleves de monter en compétences en leur proposant de réaliser des missions pour des clients
3242801;Marie Anne;MICHEL;F;marie anne.michel@centralesupelec.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
3242801;Marie Anne;MICHEL;F;marie anne.michel@centralesupelec.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
3242801;Marie Anne;MICHEL;F;marie anne.michel@centralesupelec.fr;member;Junior CentraleSupelec (JCS);Junior Entreprise de CS, cette association d'étudiants a vocation économique et pédagogique mais a but non lucratif permet aux eleves de monter en compétences en leur proposant de réaliser des missions pour des clients
3344822;Arlette;RENIER;W;arlette.renier@centralesupelec.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
9169627;Mostafa;RIVAULT;H;mostafa.rivault@centralesupelec.fr;member;Barco;installation et exploitation de materiel video
9169627;Mostafa;RIVAULT;H;mostafa.rivault@centralesupelec.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
9169627;Mostafa;RIVAULT;H;mostafa.rivault@centralesupelec.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
3900976;Amel;ROUMY;W;amel.roumy@centralesupelec.fr;member;Junior CentraleSupelec (JCS);Junior Entreprise de CS, cette association d'étudiants a vocation économique et pédagogique mais a but non lucratif permet aux eleves de monter en compétences en leur proposant de réaliser des missions pour des clients
3900976;Amel;ROUMY;W;amel.roumy@centralesupelec.fr;member;Sono;
9929295;Anicette;LE GAL;F;anicette.le gal@centralesupelec.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
9929295;Anicette;LE GAL;F;anicette.le gal@centralesupelec.fr;member;Barco;installation et exploitation de materiel video
9929295;Anicette;LE GAL;F;anicette.le gal@centralesupelec.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
3733132;Alcide;DEHOUX;H;alcide.dehoux@centralesupelec.fr;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
473899;Marie-Pierre;ROBICHON;M;marie-pierre.robichon@centralesupelec.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
9340961;Marie-Aline;NAULET;F;marie-aline.naulet@centralesupelec.fr;member;Junior CentraleSupelec (JCS);Junior Entreprise de CS, cette association d'étudiants a vocation économique et pédagogique mais a but non lucratif permet aux eleves de monter en compétences en leur proposant de réaliser des missions pour des clients
9340961;Marie-Aline;NAULET;F;marie-aline.naulet@centralesupelec.fr;member;Impact;
1115480;Christine;ALLORY;M;christine.allory@centralesupelec.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
8699889;Marceline;CHEVROLLIER;F;marceline.chevrollier@centralesupelec.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
8699889;Marceline;CHEVROLLIER;F;marceline.chevrollier@centralesupelec.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
8699889;Marceline;CHEVROLLIER;F;marceline.chevrollier@centralesupelec.fr;member;Junior CentraleSupelec (JCS);Junior Entreprise de CS, cette association d'étudiants a vocation économique et pédagogique mais a but non lucratif permet aux eleves de monter en compétences en leur proposant de réaliser des missions pour des clients
4240872;Patricia;LHOMMEAU;F;patricia.lhommeau@centralesupelec.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
4240872;Patricia;LHOMMEAU;F;patricia.lhommeau@centralesupelec.fr;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
507855;Danielle;PRUDHOMME;M;danielle.prudhomme@centralesupelec.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
801225;Jean Charles;CHEVRE;M;jean charles.chevre@centralesupelec.fr;member;Impact;
801225;Jean Charles;CHEVRE;M;jean charles.chevre@centralesupelec.fr;member;Junior CentraleSupelec (JCS);Junior Entreprise de CS, cette association d'étudiants a vocation économique et pédagogique mais a but non lucratif permet aux eleves de monter en compétences en leur proposant de réaliser des missions pour des clients
9401226;Pilar;GUICHARD;W;pilar.guichard@centralesupelec.fr;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
4776029;Héloïse;LEMASSON;fille;heloise.lemasson@centralesupelec.fr;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
5499132;Dominique;RONCIER;garçon;dominique.roncier@centralesupelec.fr;member;Impact;
268237;Annonciade;BRU;W;annonciade.bru@centralesupelec.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
268237;Annonciade;BRU;W;annonciade.bru@centralesupelec.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
6897722;Cécile;JEANNEAU;M;cecile.jeanneau@centralesupelec.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
9956934;Félicie;ALAIN;F;felicie.alain@centralesupelec.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
9956934;Félicie;ALAIN;F;felicie.alain@centralesupelec.fr;member;Impact;
3428204;Jean-Vincent;PINIER;H;jean-vincent.pinier@centralesupelec.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
3428204;Jean-Vincent;PINIER;H;jean-vincent.pinier@centralesupelec.fr;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
883663;Anne Sophie;BARRE;F;anne sophie.barre@centralesupelec.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
883663;Anne Sophie;BARRE;F;anne sophie.barre@centralesupelec.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
103153;Annette;BREBION;W;annette.brebion@centralesupelec.fr;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
2077485;Joannès;ESNAULT;garçon;joannes.esnault@centralesupelec.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
2077485;Joannès;ESNAULT;garçon;joannes.esnault@centralesupelec.fr;member;Impact;
2077485;Joannès;ESNAULT;garçon;joannes.esnault@centralesupelec.fr;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
9782076;Toussaint;BILLARD;M;toussaint.billard@centralesupelec.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
7199569;France;LEON;M;france.leon@centralesupelec.fr;member;Junior CentraleSupelec (JCS);Junior Entreprise de CS, cette association d'étudiants a vocation économique et pédagogique mais a but non lucratif permet aux eleves de monter en compétences en leur proposant de réaliser des missions pour des clients
7199569;France;LEON;M;france.leon@centralesupelec.fr;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
7199569;France;LEON;M;france.leon@centralesupelec.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
108966;Noëlle;CHOLEAU;W;noelle.choleau@centralesupelec.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
108966;Noëlle;CHOLEAU;W;noelle.choleau@centralesupelec.fr;member;Barco;installation et exploitation de materiel video
7664126;Colombe;LORENDEAU;F;colombe.lorendeau@centralesupelec.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
7664126;Colombe;LORENDEAU;F;colombe.lorendeau@centralesupelec.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
7962855;Marie-Rose;JOLY;fille;marie-rose.joly@centralesupelec.fr;member;Sono;
7962855;Marie-Rose;JOLY;fille;marie-rose.joly@centralesupelec.fr;member;Impact;
7962855;Marie-Rose;JOLY;fille;marie-rose.joly@centralesupelec.fr;member;Barco;installation et exploitation de materiel video
4881043;Emile;CLENET;M;emile.clenet@centralesupelec.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
4881043;Emile;CLENET;M;emile.clenet@centralesupelec.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
2770248;Graziella;VIOLLEAU;W;graziella.violleau@centralesupelec.fr;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
